locationtext,detectorid,starttime,volume,speed,length
Foster NB,1362,2011-09-22 17:20:00,10,50,1.6
Foster NB,1362,2011-09-22 17:20:20,10,47,1.6
Foster NB,1362,2011-09-22 17:20:40,8,58,1.6
Foster NB,1362,2011-09-22 17:21:00,0,,1.6
Foster NB,1362,2011-09-22 17:21:20,7,49,1.6
Foster NB,1362,2011-09-22 17:21:40,5,50,1.6
Foster NB,1362,2011-09-22 17:22:00,12,50,1.6
Foster NB,1362,2011-09-22 17:22:20,0,,1.6
Foster NB,1362,2011-09-22 17:22:40,7,57,1.6
Foster NB,1362,2011-09-22 17:23:00,10,63,1.6
Foster NB,1362,2011-09-22 17:23:20,0,,1.6
Foster NB,1362,2011-09-22 17:23:40,7,53,1.6
Foster NB,1362,2011-09-22 17:24:00,9,59,1.6
Foster NB,1362,2011-09-22 17:24:20,7,63,1.6
Foster NB,1362,2011-09-22 17:24:40,4,47,1.6
Foster NB,1362,2011-09-22 17:25:00,7,53,1.6
Foster NB,1362,2011-09-22 17:25:20,0,,1.6
Foster NB,1362,2011-09-22 17:25:40,9,51,1.6
Foster NB,1362,2011-09-22 17:26:00,10,36,1.6
Foster NB,1362,2011-09-22 17:26:20,7,43,1.6
Foster NB,1362,2011-09-22 17:26:40,0,,1.6
Foster NB,1362,2011-09-22 17:27:00,12,40,1.6
Foster NB,1362,2011-09-22 17:27:20,0,,1.6
Foster NB,1362,2011-09-22 17:27:40,6,55,1.6
Foster NB,1362,2011-09-22 17:28:00,0,,1.6
Foster NB,1362,2011-09-22 17:28:20,9,64,1.6
Foster NB,1362,2011-09-22 17:28:40,0,,1.6
Foster NB,1362,2011-09-22 17:29:00,10,42,1.6
Foster NB,1362,2011-09-22 17:29:20,0,,1.6
Foster NB,1362,2011-09-22 17:29:40,8,41,1.6
Foster NB,1362,2011-09-22 17:30:00,0,,1.6
Foster NB,1362,2011-09-22 17:30:20,0,,1.6
Foster NB,1362,2011-09-22 17:30:40,7,46,1.6
Foster NB,1362,2011-09-22 17:31:00,9,43,1.6
Foster NB,1362,2011-09-22 17:31:20,0,,1.6
Foster NB,1362,2011-09-22 17:31:40,0,,1.6
Foster NB,1362,2011-09-22 17:32:00,0,,1.6
Foster NB,1362,2011-09-22 17:32:20,10,42,1.6
Foster NB,1362,2011-09-22 17:32:40,0,,1.6
Foster NB,1362,2011-09-22 17:33:00,6,36,1.6
Foster NB,1362,2011-09-22 17:33:20,11,48,1.6
Foster NB,1362,2011-09-22 17:33:40,9,46,1.6
Foster NB,1362,2011-09-22 17:34:00,11,39,1.6
Foster NB,1362,2011-09-22 17:34:20,11,40,1.6
Foster NB,1362,2011-09-22 17:34:40,8,42,1.6
Foster NB,1362,2011-09-22 17:35:00,7,44,1.6
Foster NB,1362,2011-09-22 17:35:20,4,45,1.6
Foster NB,1362,2011-09-22 17:35:40,8,28,1.6
Foster NB,1362,2011-09-22 17:36:00,6,38,1.6
Foster NB,1362,2011-09-22 17:36:20,7,44,1.6
Foster NB,1362,2011-09-22 17:36:40,9,31,1.6
Foster NB,1362,2011-09-22 17:37:00,0,,1.6
Foster NB,1362,2011-09-22 17:37:20,0,,1.6
Foster NB,1362,2011-09-22 17:37:40,10,40,1.6
Foster NB,1362,2011-09-22 17:38:00,10,45,1.6
Foster NB,1362,2011-09-22 17:38:20,0,,1.6
Foster NB,1362,2011-09-22 17:38:40,9,38,1.6
Foster NB,1362,2011-09-22 17:39:00,0,,1.6
Foster NB,1362,2011-09-22 17:39:20,0,,1.6
Foster NB,1362,2011-09-22 17:39:40,11,40,1.6
Foster NB,1362,2011-09-22 17:40:00,8,37,1.6
Foster NB,1362,2011-09-22 17:40:20,8,39,1.6
Foster NB,1362,2011-09-22 17:40:40,6,35,1.6
Foster NB,1362,2011-09-22 17:41:00,11,41,1.6
Foster NB,1362,2011-09-22 17:41:20,7,48,1.6
Foster NB,1362,2011-09-22 17:41:40,0,,1.6
Foster NB,1362,2011-09-22 17:42:00,7,45,1.6
Foster NB,1362,2011-09-22 17:42:20,0,,1.6
Foster NB,1362,2011-09-22 17:42:40,13,51,1.6
Foster NB,1362,2011-09-22 17:43:00,7,58,1.6
Foster NB,1362,2011-09-22 17:43:20,8,49,1.6
Foster NB,1362,2011-09-22 17:43:40,6,60,1.6
Foster NB,1362,2011-09-22 17:44:00,5,50,1.6
Foster NB,1362,2011-09-22 17:44:20,12,46,1.6
Foster NB,1362,2011-09-22 17:44:40,9,52,1.6
Foster NB,1362,2011-09-22 17:45:00,11,50,1.6
Foster NB,1362,2011-09-22 17:45:20,8,60,1.6
Foster NB,1362,2011-09-22 17:45:40,0,,1.6
Foster NB,1362,2011-09-22 17:46:00,9,47,1.6
Foster NB,1362,2011-09-22 17:46:20,8,56,1.6
Foster NB,1362,2011-09-22 17:46:40,12,55,1.6
Foster NB,1362,2011-09-22 17:47:00,10,46,1.6
Foster NB,1362,2011-09-22 17:47:20,8,53,1.6
Foster NB,1362,2011-09-22 17:47:40,12,67,1.6
Foster NB,1362,2011-09-22 17:48:00,7,57,1.6
Foster NB,1362,2011-09-22 17:48:20,8,61,1.6
Foster NB,1362,2011-09-22 17:48:40,7,62,1.6
Foster NB,1362,2011-09-22 17:49:00,5,54,1.6
Foster NB,1362,2011-09-22 17:49:20,10,59,1.6
Foster NB,1362,2011-09-22 17:49:40,10,52,1.6
Foster NB,1362,2011-09-22 17:50:00,9,58,1.6
Foster NB,1362,2011-09-22 17:50:20,10,68,1.6
Foster NB,1362,2011-09-22 17:50:40,12,52,1.6
Foster NB,1362,2011-09-22 17:51:00,6,62,1.6
Foster NB,1362,2011-09-22 17:51:20,7,52,1.6
Foster NB,1362,2011-09-22 17:51:40,9,61,1.6
Foster NB,1362,2011-09-22 17:52:00,0,,1.6
Foster NB,1362,2011-09-22 17:52:20,9,50,1.6
Foster NB,1362,2011-09-22 17:52:40,9,48,1.6
Foster NB,1362,2011-09-22 17:53:00,7,56,1.6
Foster NB,1362,2011-09-22 17:53:20,0,,1.6
Foster NB,1362,2011-09-22 17:53:40,5,44,1.6
Foster NB,1362,2011-09-22 17:54:00,4,60,1.6
Foster NB,1362,2011-09-22 17:54:20,9,51,1.6
Foster NB,1362,2011-09-22 17:54:40,13,55,1.6
Foster NB,1362,2011-09-22 17:55:00,10,49,1.6
Foster NB,1362,2011-09-22 17:55:20,12,50,1.6
Foster NB,1362,2011-09-22 17:55:40,9,60,1.6
Foster NB,1362,2011-09-22 17:56:00,0,,1.6
Foster NB,1362,2011-09-22 17:56:20,10,63,1.6
Foster NB,1362,2011-09-22 17:56:40,6,55,1.6
Foster NB,1362,2011-09-22 17:57:00,6,60,1.6
Foster NB,1362,2011-09-22 17:57:20,8,56,1.6
Foster NB,1362,2011-09-22 17:57:40,10,53,1.6
Foster NB,1362,2011-09-22 17:58:00,4,68,1.6
Foster NB,1362,2011-09-22 17:58:20,8,63,1.6
Foster NB,1362,2011-09-22 17:58:40,7,57,1.6
Foster NB,1362,2011-09-22 17:59:00,3,58,1.6
Foster NB,1362,2011-09-22 17:59:20,0,,1.6
Foster NB,1362,2011-09-22 17:59:40,0,,1.6
Foster NB,1362,2011-09-22 18:00:00,13,54,1.6
Foster NB,1362,2011-09-22 18:00:20,8,49,1.6
Foster NB,1362,2011-09-22 18:00:40,8,51,1.6
Foster NB,1362,2011-09-22 18:01:00,8,51,1.6
Foster NB,1362,2011-09-22 18:01:20,3,53,1.6
Foster NB,1362,2011-09-22 18:01:40,8,54,1.6
Foster NB,1362,2011-09-22 18:02:00,7,64,1.6
Foster NB,1362,2011-09-22 18:02:20,10,44,1.6
Foster NB,1362,2011-09-22 18:02:40,8,56,1.6
Foster NB,1362,2011-09-22 18:03:00,8,56,1.6
Foster NB,1362,2011-09-22 18:03:20,6,57,1.6
Foster NB,1362,2011-09-22 18:03:40,8,65,1.6
Foster NB,1362,2011-09-22 18:04:00,7,60,1.6
Foster NB,1362,2011-09-22 18:04:20,11,61,1.6
Foster NB,1362,2011-09-22 18:04:40,12,61,1.6
Foster NB,1362,2011-09-22 18:05:00,8,59,1.6
Foster NB,1362,2011-09-22 18:05:20,8,52,1.6
Foster NB,1362,2011-09-22 18:05:40,10,65,1.6
Foster NB,1362,2011-09-22 18:06:00,8,61,1.6
Foster NB,1362,2011-09-22 18:06:20,4,66,1.6
Foster NB,1362,2011-09-22 18:06:40,8,47,1.6
Foster NB,1362,2011-09-22 18:07:00,7,50,1.6
Foster NB,1362,2011-09-22 18:07:20,4,58,1.6
Foster NB,1362,2011-09-22 18:07:40,6,47,1.6
Foster NB,1362,2011-09-22 18:08:00,4,66,1.6
Foster NB,1362,2011-09-22 18:08:20,8,57,1.6
Foster NB,1362,2011-09-22 18:08:40,10,53,1.6
Foster NB,1362,2011-09-22 18:09:00,6,48,1.6
Foster NB,1362,2011-09-22 18:09:20,7,57,1.6
Foster NB,1362,2011-09-22 18:09:40,6,55,1.6
Foster NB,1362,2011-09-22 18:10:00,9,57,1.6
Foster NB,1362,2011-09-22 18:10:20,9,57,1.6
Foster NB,1362,2011-09-22 18:10:40,9,61,1.6
Foster NB,1362,2011-09-22 18:11:00,5,56,1.6
Foster NB,1362,2011-09-22 18:11:20,5,56,1.6
Foster NB,1362,2011-09-22 18:11:40,7,60,1.6
Foster NB,1362,2011-09-22 18:12:00,9,46,1.6
Foster NB,1362,2011-09-22 18:12:20,7,65,1.6
Foster NB,1362,2011-09-22 18:12:40,10,48,1.6
Foster NB,1362,2011-09-22 18:13:00,10,70,1.6
Foster NB,1362,2011-09-22 18:13:20,7,59,1.6
Foster NB,1362,2011-09-22 18:13:40,5,52,1.6
Foster NB,1362,2011-09-22 18:14:00,12,53,1.6
Foster NB,1362,2011-09-22 18:14:20,11,53,1.6
Foster NB,1362,2011-09-22 18:14:40,8,58,1.6
Foster NB,1362,2011-09-22 18:15:00,4,57,1.6
Foster NB,1362,2011-09-22 18:15:20,6,51,1.6
Foster NB,1362,2011-09-22 18:15:40,7,53,1.6
Foster NB,1362,2011-09-22 18:16:00,9,62,1.6
Foster NB,1362,2011-09-22 18:16:20,9,62,1.6
Foster NB,1362,2011-09-22 18:16:40,8,55,1.6
Foster NB,1362,2011-09-22 18:17:00,8,65,1.6
Foster NB,1362,2011-09-22 18:17:20,10,62,1.6
Foster NB,1362,2011-09-22 18:17:40,9,70,1.6
Foster NB,1362,2011-09-22 18:18:00,8,50,1.6
Foster NB,1362,2011-09-22 18:18:20,9,60,1.6
Foster NB,1362,2011-09-22 18:18:40,9,60,1.6
Foster NB,1362,2011-09-22 18:19:00,9,50,1.6
Foster NB,1362,2011-09-22 18:19:20,8,55,1.6
Foster NB,1362,2011-09-22 18:19:40,9,46,1.6
Foster NB,1362,2011-09-22 18:20:00,,,1.6
Foster NB,1362,2011-09-22 18:20:20,7,65,1.6
Foster NB,1362,2011-09-22 18:20:40,9,49,1.6
Foster NB,1362,2011-09-22 18:21:00,11,59,1.6
Foster NB,1362,2011-09-22 18:21:20,11,59,1.6
Foster NB,1362,2011-09-22 18:21:40,8,54,1.6
Foster NB,1362,2011-09-22 18:22:00,11,55,1.6
Foster NB,1362,2011-09-22 18:22:20,9,55,1.6
Foster NB,1362,2011-09-22 18:22:40,3,54,1.6
Foster NB,1362,2011-09-22 18:23:00,9,54,1.6
Foster NB,1362,2011-09-22 18:23:20,4,64,1.6
Foster NB,1362,2011-09-22 18:23:40,10,53,1.6
Foster NB,1362,2011-09-22 18:24:00,6,54,1.6
Foster NB,1362,2011-09-22 18:24:20,12,53,1.6
Foster NB,1362,2011-09-22 18:24:40,12,53,1.6
Foster NB,1362,2011-09-22 18:25:00,10,68,1.6
Foster NB,1362,2011-09-22 18:25:20,,,1.6
Foster NB,1362,2011-09-22 18:25:40,10,59,1.6
Foster NB,1362,2011-09-22 18:26:00,6,51,1.6
Foster NB,1362,2011-09-22 18:26:20,1,60,1.6
Foster NB,1362,2011-09-22 18:26:40,1,60,1.6
Foster NB,1362,2011-09-22 18:27:00,5,56,1.6
Foster NB,1362,2011-09-22 18:27:20,7,55,1.6
Foster NB,1362,2011-09-22 18:27:40,5,64,1.6
Foster NB,1362,2011-09-22 18:28:00,11,52,1.6
Foster NB,1362,2011-09-22 18:28:20,6,61,1.6
Foster NB,1362,2011-09-22 18:28:40,8,57,1.6
Foster NB,1362,2011-09-22 18:29:00,8,57,1.6
Foster NB,1362,2011-09-22 18:29:20,7,48,1.6
Foster NB,1362,2011-09-22 18:29:40,6,52,1.6
Foster NB,1362,2011-09-22 18:30:00,6,52,1.6
Foster NB,1362,2011-09-22 18:30:20,10,55,1.6
Foster NB,1362,2011-09-22 18:30:40,6,49,1.6
Foster NB,1362,2011-09-22 18:31:00,6,62,1.6
Foster NB,1362,2011-09-22 18:31:20,8,54,1.6
Foster NB,1362,2011-09-22 18:31:40,9,53,1.6
Foster NB,1362,2011-09-22 18:32:00,9,53,1.6
Foster NB,1362,2011-09-22 18:32:20,5,59,1.6
Foster NB,1362,2011-09-22 18:32:40,0,,1.6
Foster NB,1362,2011-09-22 18:33:00,0,,1.6
Foster NB,1362,2011-09-22 18:33:20,10,55,1.6
Foster NB,1362,2011-09-22 18:33:40,8,55,1.6
Foster NB,1362,2011-09-22 18:34:00,7,58,1.6
Foster NB,1362,2011-09-22 18:34:20,10,57,1.6
Foster NB,1362,2011-09-22 18:34:40,7,62,1.6
Foster NB,1362,2011-09-22 18:35:00,5,48,1.6
Foster NB,1362,2011-09-22 18:35:20,8,59,1.6
Foster NB,1362,2011-09-22 18:35:40,8,59,1.6
Foster NB,1362,2011-09-22 18:36:00,8,54,1.6
Foster NB,1362,2011-09-22 18:36:20,10,59,1.6
Foster NB,1362,2011-09-22 18:36:40,7,72,1.6
Foster NB,1362,2011-09-22 18:37:00,11,50,1.6
Foster NB,1362,2011-09-22 18:37:20,8,60,1.6
Foster NB,1362,2011-09-22 18:37:40,7,61,1.6
Foster NB,1362,2011-09-22 18:38:00,9,56,1.6
Foster NB,1362,2011-09-22 18:38:20,10,54,1.6
Foster NB,1362,2011-09-22 18:38:40,5,41,1.6
Foster NB,1362,2011-09-22 18:39:00,11,52,1.6
Foster NB,1362,2011-09-22 18:39:20,7,57,1.6
Foster NB,1362,2011-09-22 18:39:40,9,52,1.6
Foster NB,1362,2011-09-22 18:40:00,6,55,1.6
Foster NB,1362,2011-09-22 18:40:20,7,54,1.6
Foster NB,1362,2011-09-22 18:40:40,7,62,1.6
Foster NB,1362,2011-09-22 18:41:00,10,56,1.6
Foster NB,1362,2011-09-22 18:41:20,,,1.6
Foster NB,1362,2011-09-22 18:41:40,7,56,1.6
Foster NB,1362,2011-09-22 18:42:00,9,64,1.6
Foster NB,1362,2011-09-22 18:42:20,6,63,1.6
Foster NB,1362,2011-09-22 18:42:40,8,60,1.6
Foster NB,1362,2011-09-22 18:43:00,5,53,1.6
Foster NB,1362,2011-09-22 18:43:20,7,56,1.6
Foster NB,1362,2011-09-22 18:43:40,10,51,1.6
Foster NB,1362,2011-09-22 18:44:00,5,48,1.6
Foster NB,1362,2011-09-22 18:44:20,9,40,1.6
Foster NB,1362,2011-09-22 18:44:40,7,41,1.6
Foster NB,1362,2011-09-22 18:45:00,5,42,1.6
Foster NB,1362,2011-09-22 18:45:20,7,37,1.6
Foster NB,1362,2011-09-22 18:45:40,8,44,1.6
Foster NB,1362,2011-09-22 18:46:00,6,51,1.6
Foster NB,1362,2011-09-22 18:46:20,9,63,1.6
Foster NB,1362,2011-09-22 18:46:40,7,58,1.6
Foster NB,1362,2011-09-22 18:47:00,11,57,1.6
Foster NB,1362,2011-09-22 18:47:20,9,64,1.6
Foster NB,1362,2011-09-22 18:47:40,6,53,1.6
Foster NB,1362,2011-09-22 18:48:00,7,67,1.6
Foster NB,1362,2011-09-22 18:48:20,4,55,1.6
Foster NB,1362,2011-09-22 18:48:40,4,62,1.6
Foster NB,1362,2011-09-22 18:49:00,10,59,1.6
Foster NB,1362,2011-09-22 18:49:20,8,66,1.6
Foster NB,1362,2011-09-22 18:49:40,9,61,1.6
Foster NB,1362,2011-09-22 18:50:00,6,58,1.6
Foster NB,1362,2011-09-22 18:50:20,6,55,1.6
Foster NB,1362,2011-09-22 18:50:40,8,56,1.6
Foster NB,1362,2011-09-22 18:51:00,10,55,1.6
Foster NB,1362,2011-09-22 18:51:20,10,54,1.6
Foster NB,1362,2011-09-22 18:51:40,6,53,1.6
Foster NB,1362,2011-09-22 18:52:00,5,73,1.6
Foster NB,1362,2011-09-22 18:52:20,7,69,1.6
Foster NB,1362,2011-09-22 18:52:40,6,58,1.6
Foster NB,1362,2011-09-22 18:53:00,9,45,1.6
Foster NB,1362,2011-09-22 18:53:20,9,55,1.6
Foster NB,1362,2011-09-22 18:53:40,6,56,1.6
Foster NB,1362,2011-09-22 18:54:00,6,52,1.6
Foster NB,1362,2011-09-22 18:54:20,12,58,1.6
Foster NB,1362,2011-09-22 18:54:40,7,56,1.6
Foster NB,1362,2011-09-22 18:55:00,12,62,1.6
Foster NB,1362,2011-09-22 18:55:20,6,53,1.6
Foster NB,1362,2011-09-22 18:55:40,6,60,1.6
Foster NB,1362,2011-09-22 18:56:00,8,57,1.6
Foster NB,1362,2011-09-22 18:56:20,8,64,1.6
Foster NB,1362,2011-09-22 18:56:40,11,75,1.6
Foster NB,1362,2011-09-22 18:57:00,8,64,1.6
Foster NB,1362,2011-09-22 18:57:20,5,37,1.6
Foster NB,1362,2011-09-22 18:57:40,8,56,1.6
Foster NB,1362,2011-09-22 18:58:00,9,53,1.6
Foster NB,1362,2011-09-22 18:58:20,6,49,1.6
Foster NB,1362,2011-09-22 18:58:40,10,54,1.6
Foster NB,1362,2011-09-22 18:59:00,3,57,1.6
Foster NB,1362,2011-09-22 18:59:20,6,60,1.6
Foster NB,1362,2011-09-22 18:59:40,6,57,1.6
Foster NB,1362,2011-09-22 19:00:00,6,50,1.6
Foster NB,1362,2011-09-22 19:00:20,9,54,1.6
Foster NB,1362,2011-09-22 19:00:40,7,48,1.6
Foster NB,1362,2011-09-22 19:01:00,9,56,1.6
Foster NB,1362,2011-09-22 19:01:20,8,44,1.6
Foster NB,1362,2011-09-22 19:01:40,7,55,1.6
Foster NB,1362,2011-09-22 19:02:00,5,52,1.6
Foster NB,1362,2011-09-22 19:02:20,6,60,1.6
Foster NB,1362,2011-09-22 19:02:40,5,53,1.6
Foster NB,1362,2011-09-22 19:03:00,5,64,1.6
Foster NB,1362,2011-09-22 19:03:20,6,57,1.6
Foster NB,1362,2011-09-22 19:03:40,10,57,1.6
Foster NB,1362,2011-09-22 19:04:00,10,62,1.6
Foster NB,1362,2011-09-22 19:04:20,7,62,1.6
Foster NB,1362,2011-09-22 19:04:40,7,63,1.6
Foster NB,1362,2011-09-22 19:05:00,7,51,1.6
Foster NB,1362,2011-09-22 19:05:20,5,51,1.6
Foster NB,1362,2011-09-22 19:05:40,7,69,1.6
Foster NB,1362,2011-09-22 19:06:00,6,60,1.6
Foster NB,1362,2011-09-22 19:06:20,8,44,1.6
Foster NB,1362,2011-09-22 19:06:40,6,61,1.6
Foster NB,1362,2011-09-22 19:07:00,9,56,1.6
Foster NB,1362,2011-09-22 19:07:20,7,62,1.6
Foster NB,1362,2011-09-22 19:07:40,10,62,1.6
Foster NB,1362,2011-09-22 19:08:00,4,61,1.6
Foster NB,1362,2011-09-22 19:08:20,4,67,1.6
Foster NB,1362,2011-09-22 19:08:40,6,69,1.6
Foster NB,1362,2011-09-22 19:09:00,6,62,1.6
Foster NB,1362,2011-09-22 19:09:20,6,68,1.6
Foster NB,1362,2011-09-22 19:09:40,8,58,1.6
Foster NB,1362,2011-09-22 19:10:00,5,62,1.6
Foster NB,1362,2011-09-22 19:10:20,10,55,1.6
Foster NB,1362,2011-09-22 19:10:40,7,57,1.6
Foster NB,1362,2011-09-22 19:11:00,7,56,1.6
Foster NB,1362,2011-09-22 19:11:20,7,55,1.6
Foster NB,1362,2011-09-22 19:11:40,8,57,1.6
Foster NB,1362,2011-09-22 19:12:00,4,42,1.6
Foster NB,1362,2011-09-22 19:12:20,6,54,1.6
Foster NB,1362,2011-09-22 19:12:40,5,56,1.6
Foster NB,1362,2011-09-22 19:13:00,6,68,1.6
Foster NB,1362,2011-09-22 19:13:20,8,65,1.6
Foster NB,1362,2011-09-22 19:13:40,6,55,1.6
Foster NB,1362,2011-09-22 19:14:00,4,52,1.6
Foster NB,1362,2011-09-22 19:14:20,8,60,1.6
Foster NB,1362,2011-09-22 19:14:40,8,63,1.6
Foster NB,1362,2011-09-22 19:15:00,5,67,1.6
Foster NB,1362,2011-09-22 19:15:20,5,54,1.6
Foster NB,1362,2011-09-22 19:15:40,9,62,1.6
Foster NB,1362,2011-09-22 19:16:00,8,62,1.6
Foster NB,1362,2011-09-22 19:16:20,4,53,1.6
Foster NB,1362,2011-09-22 19:16:40,8,58,1.6
Foster NB,1362,2011-09-22 19:17:00,5,59,1.6
Foster NB,1362,2011-09-22 19:17:20,8,58,1.6
Foster NB,1362,2011-09-22 19:17:40,6,48,1.6
Foster NB,1362,2011-09-22 19:18:00,6,64,1.6
Foster NB,1362,2011-09-22 19:18:20,10,53,1.6
Foster NB,1362,2011-09-22 19:18:40,3,54,1.6
Foster NB,1362,2011-09-22 19:19:00,6,62,1.6
Foster NB,1362,2011-09-22 19:19:20,6,55,1.6
Foster NB,1362,2011-09-22 19:19:40,7,62,1.6
Foster NB,1362,2011-09-22 19:20:00,8,58,1.6
Foster NB,1362,2011-09-22 19:20:20,5,58,1.6
Foster NB,1362,2011-09-22 19:20:40,9,58,1.6
Foster NB,1362,2011-09-22 19:21:00,7,58,1.6
Foster NB,1362,2011-09-22 19:21:20,10,60,1.6
Foster NB,1362,2011-09-22 19:21:40,4,60,1.6
Foster NB,1362,2011-09-22 19:22:00,4,73,1.6
Foster NB,1362,2011-09-22 19:22:20,6,57,1.6
Foster NB,1362,2011-09-22 19:22:40,4,38,1.6
Foster NB,1362,2011-09-22 19:23:00,9,62,1.6
Foster NB,1362,2011-09-22 19:23:20,4,59,1.6
Foster NB,1362,2011-09-22 19:23:40,3,59,1.6
Foster NB,1362,2011-09-22 19:24:00,6,58,1.6
Foster NB,1362,2011-09-22 19:24:20,6,58,1.6
Foster NB,1362,2011-09-22 19:24:40,7,53,1.6
Foster NB,1362,2011-09-22 19:25:00,4,76,1.6
Foster NB,1362,2011-09-22 19:25:20,7,62,1.6
Foster NB,1362,2011-09-22 19:25:40,12,60,1.6
Foster NB,1362,2011-09-22 19:26:00,13,56,1.6
Foster NB,1362,2011-09-22 19:26:20,5,70,1.6
Foster NB,1362,2011-09-22 19:26:40,4,66,1.6
Foster NB,1362,2011-09-22 19:27:00,7,59,1.6
Foster NB,1362,2011-09-22 19:27:20,6,44,1.6
Foster NB,1362,2011-09-22 19:27:40,8,58,1.6
Foster NB,1362,2011-09-22 19:28:00,12,50,1.6
Foster NB,1362,2011-09-22 19:28:20,6,50,1.6
Foster NB,1362,2011-09-22 19:28:40,3,67,1.6
Foster NB,1362,2011-09-22 19:29:00,8,58,1.6
Foster NB,1362,2011-09-22 19:29:20,8,57,1.6
Foster NB,1362,2011-09-22 19:29:40,4,55,1.6
Foster NB,1362,2011-09-22 19:30:00,6,45,1.6
Foster NB,1362,2011-09-22 19:30:20,7,57,1.6
Foster NB,1362,2011-09-22 19:30:40,6,57,1.6
Foster NB,1362,2011-09-22 19:31:00,7,55,1.6
Foster NB,1362,2011-09-22 19:31:20,7,64,1.6
Foster NB,1362,2011-09-22 19:31:40,6,55,1.6
Foster NB,1362,2011-09-22 19:32:00,5,57,1.6
Foster NB,1362,2011-09-22 19:32:20,4,47,1.6
Foster NB,1362,2011-09-22 19:32:40,6,50,1.6
Foster NB,1362,2011-09-22 19:33:00,6,65,1.6
Foster NB,1362,2011-09-22 19:33:20,7,53,1.6
Foster NB,1362,2011-09-22 19:33:40,5,42,1.6
Foster NB,1362,2011-09-22 19:34:00,6,60,1.6
Foster NB,1362,2011-09-22 19:34:20,2,50,1.6
Foster NB,1362,2011-09-22 19:34:40,11,57,1.6
Foster NB,1362,2011-09-22 19:35:00,3,56,1.6
Foster NB,1362,2011-09-22 19:35:20,9,60,1.6
Foster NB,1362,2011-09-22 19:35:40,6,58,1.6
Foster NB,1362,2011-09-22 19:36:00,8,58,1.6
Foster NB,1362,2011-09-22 19:36:20,3,72,1.6
Foster NB,1362,2011-09-22 19:36:40,4,60,1.6
Foster NB,1362,2011-09-22 19:37:00,4,62,1.6
Foster NB,1362,2011-09-22 19:37:20,9,58,1.6
Foster NB,1362,2011-09-22 19:37:40,6,57,1.6
Foster NB,1362,2011-09-22 19:38:00,7,57,1.6
Foster NB,1362,2011-09-22 19:38:20,11,67,1.6
Foster NB,1362,2011-09-22 19:38:40,7,55,1.6
Foster NB,1362,2011-09-22 19:39:00,6,62,1.6
Foster NB,1362,2011-09-22 19:39:20,8,60,1.6
Foster NB,1362,2011-09-22 19:39:40,6,58,1.6
Foster NB,1362,2011-09-22 19:40:00,5,68,1.6
Foster NB,1362,2011-09-22 19:40:20,4,59,1.6
Foster NB,1362,2011-09-22 19:40:40,5,53,1.6
Foster NB,1362,2011-09-22 19:41:00,4,54,1.6
Foster NB,1362,2011-09-22 19:41:20,4,64,1.6
Foster NB,1362,2011-09-22 19:41:40,4,58,1.6
Foster NB,1362,2011-09-22 19:42:00,4,74,1.6
Foster NB,1362,2011-09-22 19:42:20,8,56,1.6
Foster NB,1362,2011-09-22 19:42:40,9,50,1.6
Foster NB,1362,2011-09-22 19:43:00,7,63,1.6
Foster NB,1362,2011-09-22 19:43:20,6,57,1.6
Foster NB,1362,2011-09-22 19:43:40,5,61,1.6
Foster NB,1362,2011-09-22 19:44:00,7,61,1.6
Foster NB,1362,2011-09-22 19:44:20,3,59,1.6
Foster NB,1362,2011-09-22 19:44:40,1,59,1.6
Foster NB,1362,2011-09-22 19:45:00,5,63,1.6
Foster NB,1362,2011-09-22 19:45:20,8,66,1.6
Foster NB,1362,2011-09-22 19:45:40,8,52,1.6
Foster NB,1362,2011-09-22 19:46:00,7,72,1.6
Foster NB,1362,2011-09-22 19:46:20,5,51,1.6
Foster NB,1362,2011-09-22 19:46:40,7,53,1.6
Foster NB,1362,2011-09-22 19:47:00,7,65,1.6
Foster NB,1362,2011-09-22 19:47:20,8,55,1.6
Foster NB,1362,2011-09-22 19:47:40,6,56,1.6
Foster NB,1362,2011-09-22 19:48:00,5,66,1.6
Foster NB,1362,2011-09-22 19:48:20,6,70,1.6
Foster NB,1362,2011-09-22 19:48:40,4,66,1.6
Foster NB,1362,2011-09-22 19:49:00,6,60,1.6
Foster NB,1362,2011-09-22 19:49:20,8,54,1.6
Foster NB,1362,2011-09-22 19:49:40,4,54,1.6
Foster NB,1362,2011-09-22 19:50:00,4,60,1.6
Foster NB,1362,2011-09-22 19:50:20,4,63,1.6
Foster NB,1362,2011-09-22 19:50:40,7,60,1.6
Foster NB,1362,2011-09-22 19:51:00,9,51,1.6
Foster NB,1362,2011-09-22 19:51:20,5,56,1.6
Foster NB,1362,2011-09-22 19:51:40,3,62,1.6
Foster NB,1362,2011-09-22 19:52:00,3,51,1.6
Foster NB,1362,2011-09-22 19:52:20,2,57,1.6
Foster NB,1362,2011-09-22 19:52:40,5,54,1.6
Foster NB,1362,2011-09-22 19:53:00,10,62,1.6
Foster NB,1362,2011-09-22 19:53:20,4,50,1.6
Foster NB,1362,2011-09-22 19:53:40,9,55,1.6
Foster NB,1362,2011-09-22 19:54:00,9,52,1.6
Foster NB,1362,2011-09-22 19:54:20,5,55,1.6
Foster NB,1362,2011-09-22 19:54:40,6,61,1.6
Foster NB,1362,2011-09-22 19:55:00,4,60,1.6
Foster NB,1362,2011-09-22 19:55:20,8,61,1.6
